timestamp,tweet_text,username,all_hashtags,followers_count 
2020-12-06 02:20:44,We remain available to assist you in finding your path! Text LOYALTY to 462769 (GOARMY) or click the link in our bio.  GO ARMY beat navy!  #joinUS #warriors #USArmy #team #soldiers #CalltoServe #answerthecal #teameaglecdr https://t.co/pbSsi0nHFR,ArmyTeamDuluth,"['joinUS', 'warriors', 'USArmy', 'team', 'soldiers', 'CalltoServe', 'answerthecal', 'teameaglecdr']",1
2020-12-06 02:20:43,We remain available to assist you in finding your path! Text LOYALTY to 462769 (GOARMY) or click the link in our bio.  GO ARMY beat navy!  #joinUS #warriors #USArmy #team #soldiers #CalltoServe #answerthecal #teameaglecdr https://t.co/oJjYTtgyUn,ArmyTeamDeKalb,"['joinUS', 'warriors', 'USArmy', 'team', 'soldiers', 'CalltoServe', 'answerthecal', 'teameaglecdr']",1
2020-12-06 02:20:12,"According to a study by Forrester, there’s no single connectivity option that meets every use case for #IoT. Orgs should expect to navigate a landscape that includes standards like public/private #5G, #WiFi and even satellites to make deployments work. https://t.co/sCnU3M53ts",GHATechnologies,"['IoT', '5G', 'WiFi']",759
2020-12-06 02:20:11,"January, February, March 2021 = New climate, new speed, new application, new laws.  #December2020 #astrology #technology #astrobot #doityourself #home #lifestyle #ClimateAction  #prevention  #trends #Speed #newspeed #newapp #new #ClimateEmergency",HandeEdremit,"['December2020', 'astrology', 'technology', 'astrobot', 'doityourself', 'home', 'lifestyle', 'ClimateAction', 'prevention', 'trends', 'Speed', 'newspeed', 'newapp', 'new', 'ClimateEmergency']",64
2020-12-06 02:20:06,It’s Saturday night. Do you make your dog keep up with your ambition?👱🏽‍♀️ here we are watching @BenjaminPring @michelegoetz @bretgreenstein @dcaiazza discuss how leaders use #ai to adapt their organizations—#futureofwork https://t.co/gvp4gbr0DV,JViccarro,"['ai', 'futureofwork']",91
2020-12-06 02:20:02,"Registered #COLING2020 attendees!   Join us for the first of many fun @coling2020 social events! 🎉  Visit our Main Stage 12/8 at 19:00 (CET) for “Queer in AI”, at @COLING2020!   https://t.co/ZucASntnnK  #underlinescience #AI #virtualconference #ArtificialIntelligence #LBGTQ https://t.co/TBdSF3bZf9",underlineio,"['COLING2020', 'underlinescience', 'AI', 'virtualconference', 'ArtificialIntelligence', 'LBGTQ']",1625
2020-12-06 02:20:02,This #robot can detect when store customers aren’t wearing #facemasks 😷 🤖 #Robotics #futureofwork #innovation  V/@nowthisnews cc:@PawlowskiMario @Maperez324 @TheNathanOne @steffanoferrari @enricomolinari @HaroldSinnott @MargaretSiegien    https://t.co/ikOaQGtWDG,MargaretSiegien,"['robot', 'facemasks', 'Robotics', 'futureofwork', 'innovation']",6049
2020-12-06 02:19:55,Full-Featured HexEditor new release! Added assembler/disassembler functions using Capstone an... https://t.co/WlyfTrnBc2 #programming #softwareengineering #bigdata #datascience #analytics #ai #python #javascript,GavLaaaaaaaa,"['programming', 'softwareengineering', 'bigdata', 'datascience', 'analytics', 'ai', 'python', 'javascript']",7184
2020-12-06 02:19:23,Maybe the first time I have ever been jealous of @IndianaFootball .  @CoachAllenIU has a fan in me!  #Team #IU #Hoosiers https://t.co/fi0O8e5kY1,judgeschmelz,"['Team', 'IU', 'Hoosiers']",205
2020-12-06 02:19:16,Top 3 (low form) WERRIBEE (01) 8. STEEL SEDAKA 73% 9. PRIDE OF KINROSS (NZ) 27% 7. STAR INES 0% #Au #Racing #Tips,BetBotAu,"['Au', 'Racing', 'Tips']",438
2020-12-06 02:19:10,"TMT continues to lead in data maturity and improved its index score by 15%, but the energy and industrial goods demonstrated the highest upswing, possibly driven by the growth of IoT data in those sectors.  Source @BCG Link&gt;&gt; https://t.co/qoZB6GR6vH via @antgrasso #BigData #IoT https://t.co/FHwOvb2zSv",TheDigitalEcos,"['BigData', 'IoT']",8296
2020-12-06 02:18:00,Outside temperature is -7.8. #RandomStat #IOT #SmartHome,UnbornXHA,"['RandomStat', 'IOT', 'SmartHome']",149
2020-12-06 02:17:59,Retweet selected by the https://t.co/11ojAZA3Wf team |  AUSA 2020: John Cockerill signs agreement with US Army to develop medium caliber weapon system #technology https://t.co/P29fDMSpw7 https://t.co/45ujOW5hzQ,GFACCORD,['technology'],10178
2020-12-06 02:17:53,These Middle School Ballers accounted for 3 TDs today 🙌  #DT7v7 #FUTURE @Samoako29 https://t.co/U8GxXbSuTQ,DT7v7,"['DT7v7', 'FUTURE']",228
2020-12-06 02:17:35,An artistic look at Data #BigData #AI #MachineLearning #DeepLearning #Analytics #Statistics #DataViz #DataLiteracy #DataStorytelling #Algorithms #visualthinking #visualization https://t.co/POCxv2b2MI,4th_turning,"['BigData', 'AI', 'MachineLearning', 'DeepLearning', 'Analytics', 'Statistics', 'DataViz', 'DataLiteracy', 'DataStorytelling', 'Algorithms', 'visualthinking', 'visualization']",650
2020-12-06 02:16:56,IND vs AUS 2nd T20 Analysis out now  #likes #like #follow #likeforlikes #love #followforfollowback #instagood #instagram #followme #photooftheday #l #instalike #bhfyp #photography #instadaily #likeforfollow #me #picoftheday #beautiful #followers #myself  https://t.co/1DlWat70th,HattrikkSanjith,"['likes', 'like', 'follow', 'likeforlikes', 'love', 'followforfollowback', 'instagood', 'instagram', 'followme', 'photooftheday', 'l', 'instalike', 'bhfyp', 'photography', 'instadaily', 'likeforfollow', 'me', 'picoftheday', 'beautiful', 'followers', 'myself']",12
2020-12-06 02:16:21,"Top story today  @FrRonconi: '#Drone taxis are a reality in #China! 🇨🇳 via @jblefevre60   #AI #MachineLearning #Robotics #Drones  @alvinfoo @chboursin @mvollmer1 @NevilleGaunt @JeroenBartelse @PawlowskiMario @Margaret… https://t.co/uvpg694YGL, see more https://t.co/Q12gOOlQF2",JeromeMONANGE,"['Drone', 'China', 'AI', 'MachineLearning', 'Robotics', 'Drones']",7947
2020-12-06 02:16:14,How Is Artificial Intelligence Used In B2B Companies: Here Are Powerful Examples https://t.co/zaRk5OHjFB #ai,RachelHarriet_,['ai'],1524
2020-12-06 02:16:00,ONC seeks to standardize patient addresses with new Project US@ https://t.co/W6r4Z6Zi1U #healthcare #healthcareIT #informatics #technology #news,PharmacyITMe,"['healthcare', 'healthcareIT', 'informatics', 'technology', 'news']",1036
2020-12-06 02:15:42,"🌌 The universe is made of protons, neutrons, electrons, &amp; morons 👉 https://t.co/b1B2zZqolI  #universe #morons #science #consciousness #energy #space #cosmos #wisdom #stupidpeople #idiocy #lol #stem #education #astronomy #technology #fun #jokes #funnyshit #laugh #lmao #offensive https://t.co/8wopuZ7AgZ",peaktee,"['universe', 'morons', 'science', 'consciousness', 'energy', 'space', 'cosmos', 'wisdom', 'stupidpeople', 'idiocy', 'lol', 'stem', 'education', 'astronomy', 'technology', 'fun', 'jokes', 'funnyshit', 'laugh', 'lmao', 'offensive']",23
2020-12-06 02:15:17,"December 06, 2020 at 07:45AM I just remind you to check out our business website at https://t.co/YnwnW59SIu and you may be surprised. #technology #india #ondemandapps https://t.co/IksEwTlrGk",insinew,"['technology', 'india', 'ondemandapps']",19
2020-12-06 02:15:14,"Can you tell the #future without a #psychic? You can, with #numerology. Get a FREE personalized report here: https://t.co/AYNjTqILQ4 https://t.co/6F7ubIYyl1",NumbersDecoded,"['future', 'psychic', 'numerology']",236
2020-12-06 02:14:30,Top 3 (low form) NOWRA (01) 3. MISS KEIRA 92% 1. AMUNGEE 7% 9. JOLIE COLLEEN 0% #Au #Racing #Tips,BetBotAu,"['Au', 'Racing', 'Tips']",438
2020-12-06 02:13:54,Driving remote workforce efficiency with IoT security https://t.co/6BUMSHEAos #ai,KKing_Creative,['ai'],1390
2020-12-06 02:13:33,"How to Enable Full-Screen Incoming Calls on iPhone: Ever since the iPhone launched, an incoming call would take up the entire screen. But if you’re running iOS 14 or higher, you’ll see a banner style for incoming calls. Here’s… https://t.co/nrkM0wzqjl #news #technews #technology https://t.co/Bh0z3sdHyl",TechFishNews,"['news', 'technews', 'technology']",3122
2020-12-06 02:13:32,Artificial Intelligence – the new season is out - Jordan Times: Artificial Intelligence – the new season is out  Jordan Times https://t.co/YimphymsJ1 #AI #artificialintelligence #Finperform,SuriyaSubraman,"['AI', 'artificialintelligence', 'Finperform']",4611
2020-12-06 02:13:20,"7 and a long time. Finally it needed  Don't do any strange and hours here with sacrifice or lucky the as for you  and your work of wine is worried with the very real consequer,  the cock grabbing the star who will  no walk away from your type into a can.  #ai #poem #man",NeuralPoet,"['ai', 'poem', 'man']",217
2020-12-06 02:13:14,Compact LED WiFi Projector #wireless #future https://t.co/IJ0HhNgRtS https://t.co/aZGmCqYkao,techie_heads,"['wireless', 'future']",10
2020-12-06 02:13:05,"Artificial Intelligence, Machine Learning To Play an important Role In Fight Against COVID, Say … -  https://t.co/qsQiFRWA8i #ai #intoAInews",into_AI,"['ai', 'intoAInews']",19384
2020-12-06 02:13:02,CAPTAIN POWER - All T-Shirts $14 @TeePublic  #CYBERWEEK SALE An 80s TV Classic: https://t.co/jNmms95nGl   #tshirt #sweatshirt #longsleeve #mask #hoodie #geek #nerd #Xmas #xmasgift #xmas2020 #captainpower #phoenix #captainpowerandthesoldiersofthefuture #digital #future #80s https://t.co/7CeRFzanyg,cine31,"['CYBERWEEK', 'tshirt', 'sweatshirt', 'longsleeve', 'mask', 'hoodie', 'geek', 'nerd', 'Xmas', 'xmasgift', 'xmas2020', 'captainpower', 'phoenix', 'captainpowerandthesoldiersofthefuture', 'digital', 'future', '80s']",1528
2020-12-06 02:12:52,Advanced Artificial Intelligence Adopters Attributed 12% Points of Revenue Gain Directly to AI … -  https://t.co/16hHnSd6co #ai #intoAInews,into_AI,"['ai', 'intoAInews']",19384
2020-12-06 02:12:48,Cylance brings AI and machine learning to anti-virus protection - Their new world order weaponiz https://t.co/EvJlzIybku #ai #intoAInews,into_AI,"['ai', 'intoAInews']",19384
2020-12-06 02:12:43,"Just facilitated the sale of my first @Porsche Taycan  A close friend was considering a $TSLA Model S, but I convinced him to try the Taycan &amp; E-Tron. Today he pulled the trigger on his first #EV, the Porsche Taycan 4s  I've sold Teslas years ago, but now there are better options https://t.co/pNbOtQ4ryf",GreatPaul_Smith,['EV'],199
2020-12-06 02:12:35,@canibalsnyc ON NOW! https://t.co/3oevqi0z1x #Livestream #metal #music #metalcore #gabber #punkrock #metal #rock #metalhead #heavymetal #guitar #metalmusic #metalcore #hardrock #punk #guitarist #metalheads #band #metalband #rocknroll #goth #metalgirl #concert #hardcore #bhfyp,fourthmedianyc,"['Livestream', 'metal', 'music', 'metalcore', 'gabber', 'punkrock', 'metal', 'rock', 'metalhead', 'heavymetal', 'guitar', 'metalmusic', 'metalcore', 'hardrock', 'punk', 'guitarist', 'metalheads', 'band', 'metalband', 'rocknroll', 'goth', 'metalgirl', 'concert', 'hardcore', 'bhfyp']",178
2020-12-06 02:12:09,Survey: Low-code tools and application development will be responsible for more than 65% of #App development activity by 2024. https://t.co/lapyu9sRrG   @SingingInDCloud @alison_iot @ajb338 @LostInDigit @FeedSupervised  #Innovation #RemoteWork #Automation #AI #Python #ML https://t.co/ZwHPfno7Uh,stratorob,"['App', 'Innovation', 'RemoteWork', 'Automation', 'AI', 'Python', 'ML']",31967
2020-12-06 02:11:59,"""International expansion is a matter of focus, as well as financial resources. #technology #tech #news"" https://t.co/xi41jOK4PW",BenefitsMind,"['technology', 'tech', 'news']",225
2020-12-06 02:11:54,Stylish phone cases available on TeePublic #teepublic #technology #Accessories #phonecase #phonecases #printed #design #artwork #art #blogger #blog #blogpost #supportsmallbusiness https://t.co/MzcZ6twlxX,ismasaleem,"['teepublic', 'technology', 'Accessories', 'phonecase', 'phonecases', 'printed', 'design', 'artwork', 'art', 'blogger', 'blog', 'blogpost', 'supportsmallbusiness']",1559
2020-12-06 02:11:44,This #Robot Can Rap--Really https://t.co/qoEkAXmWuc via @sciam #robots,theSVstory,"['Robot', 'robots']",1461
2020-12-06 02:11:15,"#AI #ArtificialIntelligence #ML @rvp -  Google widely criticized after parting ways with a leading voice in AI ethics  - CNN https://t.co/1YwLqiP09n, see more https://t.co/dUDn89WPPF",rvp,"['AI', 'ArtificialIntelligence', 'ML']",4072
2020-12-06 02:11:02,$KULR We’re bringing the next generation of technology  https://t.co/5xADOhoQE3 #Technology #wsj #nytimes #business #reuters #IHub_StockPosts #forbes #marketwatch #cnn #bet #foxnews #latimes #usatoday #investiingcom #barronsonline #TheEconomist #IBDinvestors #cnnmoneyinvest #wgn https://t.co/DI5rrYDTJO,medianycity,"['Technology', 'wsj', 'nytimes', 'business', 'reuters', 'IHub_StockPosts', 'forbes', 'marketwatch', 'cnn', 'bet', 'foxnews', 'latimes', 'usatoday', 'investiingcom', 'barronsonline', 'TheEconomist', 'IBDinvestors', 'cnnmoneyinvest', 'wgn']",8619
2020-12-06 02:10:52,"Great story @bgarrettglaser. This is what happens (likely to happen) when real #business meets #tech hype: portfolios are trimmed for #profitability. Especially when complex #deep #technology &amp; #hardware are involved - &amp; you don't have the deep pockets of @Google, @amazon etc. https://t.co/z0XAeGb2ts",robertoalvarez,"['business', 'tech', 'profitability', 'deep', 'technology', 'hardware']",1156
2020-12-06 02:10:50,"The new game for tonight's stream is downloading right now! No surprises this time, Assetto Corsa coming up! Get ready for some clean lines and hot of the press mods baby! #Livestream #twitch #Racing",originalblaze2,"['Livestream', 'twitch', 'Racing']",8
2020-12-06 02:10:04,"Date: Saturday, December 05 21:10:03 2020 EST Uptime: 1 day CPU Temperature: 55.1 C Free Disk Space: 29% Memory Usage: 52.0% Load Avg: 0.20 0.14 0.10  Powered by #RaspberryPi #IoT #Maker",gpibot_g,"['RaspberryPi', 'IoT', 'Maker']",66
2020-12-06 02:10:03,The Force Awakens!o #lightsaber #d #thelastjedi #art #clonewars #riseofskywalker #lucasfilm #hansolo #bhfyp   #kyloren https://t.co/4coEPAHHlO #onlinegames https://t.co/6MlUqQ1Fav,gamesclips,"['lightsaber', 'd', 'thelastjedi', 'art', 'clonewars', 'riseofskywalker', 'lucasfilm', 'hansolo', 'bhfyp', 'kyloren', 'onlinegames']",1693
2020-12-06 02:10:02,What is Third-Party Risk Management?  https://t.co/BPbyzZet2C Source: @attcyber  #Cybersecurity #Technology,Cybersecinsider,"['Cybersecurity', 'Technology']",7205
2020-12-06 02:10:01,"Getting there: Structured data, semantics, robotics, and the future of #AI https://t.co/IJyHy9pHz5 via @ZDNet &amp; @linked_do",theSVstory,['AI'],1461
2020-12-06 02:08:55,The latest Voigt-Kampff Analyzer! https://t.co/0Em8dB4T4Z Thanks to @Rad1Sharif @revolvingdoorDC @barbarikon #ai #machinelearning,Treadstone71LLC,"['ai', 'machinelearning']",304017
2020-12-06 02:08:10,Let’s rebuild America’s infrastructure and boost state to state economies using #automation as the forefront.  . Pair this concept with a #GreenNewDeal structure and we can start the processes of heading in the right direction.  . #Manufacturing #Engineering #PortfolioDay https://t.co/aaJtX2NsKO,DEMCCORP1,"['automation', 'GreenNewDeal', 'Manufacturing', 'Engineering', 'PortfolioDay']",85
2020-12-06 02:08:10,What precautions did you take against energy cuts?  #December2020 #energy #ENERGYforYou #home #homemade #HomeAlone #doityourself #diy #ClimateAction #ClimateEmergency #energycut #electric #prevention #survived2020,HandeEdremit,"['December2020', 'energy', 'ENERGYforYou', 'home', 'homemade', 'HomeAlone', 'doityourself', 'diy', 'ClimateAction', 'ClimateEmergency', 'energycut', 'electric', 'prevention', 'survived2020']",64
2020-12-06 02:07:12,"@pghsvikings if you are interested in giving back, building the CS community at PGHS, and love #computerscience and all things #technology, you should join the CS Honor Society! Similar to NHS but with a CS flair! 🤓🧑‍💻👩🏽‍💻👨🏾‍💻 💾💿💻⌨️📱🎮🤓 @iteam_usa @csteachersorg @SheTechWTC https://t.co/OoeSFHH6Wv",IteamVikings,"['computerscience', 'technology']",7
2020-12-06 02:07:02,Why do #programmers prefer dark mode? cause light attracts bugs.  #coding #100DaysOfCode #CodeNewbie #python #javascript #webdev #100DaysOfMLCode #301DaysOfCode #freeCodeCamp #learntocode #GirlsWhoCode #WomenWhoCode #programming #womenintech #AI #ml #IoT #Developer #HTML,IamJeevan_01,"['programmers', 'coding', '100DaysOfCode', 'CodeNewbie', 'python', 'javascript', 'webdev', '100DaysOfMLCode', '301DaysOfCode', 'freeCodeCamp', 'learntocode', 'GirlsWhoCode', 'WomenWhoCode', 'programming', 'womenintech', 'AI', 'ml', 'IoT', 'Developer', 'HTML']",48
2020-12-06 02:06:59,Our 2020 product video brings an updated view of our main functionalities. Take a look how SciNote can help you digitalize your research. https://t.co/gOUrt6tCvw  #ELN #science #biotech #IoT,scinoteELN,"['ELN', 'science', 'biotech', 'IoT']",2200
2020-12-06 02:06:59,"Google fired a prominent AI ethicist, and her former colleagues are up in arms #ai #artificialintelligence #ethics #google #web https://t.co/aK9G50PK4W",geeknewslink,"['ai', 'artificialintelligence', 'ethics', 'google', 'web']",233
2020-12-06 02:06:38,#iTHiNKLabs Episode 141🔴https://t.co/czJSym8k4o  This week:  #Cannabis #Security #Business #UK #Police #Technology #China #WorkFromHome #Health #Android #Entrepreneur #COVID #MacBook #Biotechnology #Military #Career #Data #Privacy #CoronaVaccine #Risk #DigitalMarketing #Success https://t.co/s0hTomZodd,B2Spirit_TT,"['iTHiNKLabs', 'Cannabis', 'Security', 'Business', 'UK', 'Police', 'Technology', 'China', 'WorkFromHome', 'Health', 'Android', 'Entrepreneur', 'COVID', 'MacBook', 'Biotechnology', 'Military', 'Career', 'Data', 'Privacy', 'CoronaVaccine', 'Risk', 'DigitalMarketing', 'Success']",6857
2020-12-06 02:06:14,"Tuner Bolts A Supercharger On C8 Corvette’s V8, Boosts Power To 700 HP https://t.co/RolpeQdpmQ #cars #feedly",TheReal_KDubb,"['cars', 'feedly']",13990
2020-12-06 02:05:59,My Disney Pixar Cars Diecast Toys Collection With Mini Stop Motions https://t.co/KQ4bX8SL6H via @YouTube   #Disney #Pixar #Cars #collection #diecast #toys #StopMotion,JonezYoutube,"['Disney', 'Pixar', 'Cars', 'collection', 'diecast', 'toys', 'StopMotion']",11
2020-12-06 02:05:50,"Artificial Intelligence #AI by @7GTech - Google widely criticized after parting ways with a leading voice in AI ethics  - CNN https://t.co/tl7RS4C5Os, see more https://t.co/8S6bbXM0DX",7GTech,['AI'],747
2020-12-06 02:05:37,I want to do #voicenote @Twitter #team #Android https://t.co/EFmxb0ZxuM,MatildeLQuirant,"['voicenote', 'team', 'Android']",182
2020-12-06 02:05:32,Proud of These Men.... Bet Jack Trice would be Too!!#IWill #Team https://t.co/WmnrL7897V,Coach_Heacock,"['IWill', 'Team']",14015
2020-12-06 02:05:09,"Today's most popular #IoT Story Assessing the grade and quality of fruit — on cAInvas - All The Internet Of Things https://t.co/9qb20tLdht, see more https://t.co/m5nu4sudeQ",banksrich1,['IoT'],72
2020-12-06 02:05:02,"Check It Out &gt;&gt; The December Issue of the @CorixPartners Cyber Security #Leadership Newsletter &gt;&gt; https://t.co/YAkrrd0Jzb  A reference resource for the #CIO and the #CISO on #cybersecurity, looking beyond the #technology horizon into leadership, #management, culture &amp; #governance https://t.co/qKL6SQZ2Gg",Corix_JC,"['Leadership', 'CIO', 'CISO', 'cybersecurity', 'technology', 'management', 'governance']",6383
2020-12-06 02:04:25,💰 Deal Of The Day 💰  Samsung FIT Plus 256GB USB 3.1 Flash Drive  Only $32 @ Amazon (MSRP $44)  Deal Info: https://t.co/uxMpqYUVUb  #Shopping #Deal #DealOfTheDay #DailyDeal #Sale #tech #technology  #couponing #Christmasgifts #Christmas #christmas2020 #ChristmasIsComing https://t.co/ClKqsLQNM5,bestdealsearch,"['Shopping', 'Deal', 'DealOfTheDay', 'DailyDeal', 'Sale', 'tech', 'technology', 'couponing', 'Christmasgifts', 'Christmas', 'christmas2020', 'ChristmasIsComing']",2863
2020-12-06 02:04:22,‘Fake city’ built especially for testing autonomous vehicles   READ MORE: https://t.co/Vran3nrlgH  #AutonomousVehicles #Autopilot #Cars #Cities #Drones #Future #SelfDriving #SelfDrivingAirplanes #SelfDrivingCars #SelfDrivingTrucks~ https://t.co/iiKWh31E9q,IAM__Network,"['AutonomousVehicles', 'Autopilot', 'Cars', 'Cities', 'Drones', 'Future', 'SelfDriving', 'SelfDrivingAirplanes', 'SelfDrivingCars', 'SelfDrivingTrucks']",17989
2020-12-06 02:04:11,The gift of #gratitude is helping us to stay present in the moment. Our brain CAN'T regret the past/worry about the #future when feeling #appreciative. https://t.co/hvzRBXbAq7,BeingWellWithin,"['gratitude', 'future', 'appreciative']",306
2020-12-06 02:04:00,"Hey Helmet Guy, that dude is dancing with your date.   #pulp #fiction #spaceaction #sciencefiction #scifi #art #space #science #cyberpunk #alien #noir #illustration #movies #tv #fiction #comics #bhfyp https://t.co/HK7olCR0NH",humanitygoboom,"['pulp', 'fiction', 'spaceaction', 'sciencefiction', 'scifi', 'art', 'space', 'science', 'cyberpunk', 'alien', 'noir', 'illustration', 'movies', 'tv', 'fiction', 'comics', 'bhfyp']",508
2020-12-06 02:03:03,Triggerless Backdoors: The Hidden Threat of #DeepLearning   https://t.co/WzP8LEuvDh @bendee983 via @bdtechtalks #AI #MachineLearning #CyberSecurity #Privacy Cc @SeverineLienard @jblefevre60 @KirkDBorne @JimMarous @ahier @schmarzo @mallys_ @HaroldSinnott https://t.co/9BksHOGQFP,ipfconline1,"['DeepLearning', 'AI', 'MachineLearning', 'CyberSecurity', 'Privacy']",112756
2020-12-06 02:02:32,The NLP Cypher | 11.29.20 https://t.co/WWFb5XuJBx #artificial_intelligence #naturallanguageprocessing #data_science #ai https://t.co/jixIhEhRya,McQubit,"['artificial_intelligence', 'naturallanguageprocessing', 'data_science', 'ai']",4169
2020-12-06 02:02:20,"Why was the new old cooking clown supporting town?   He seems to be the Best Hunter Product that has got to be called, and not reaching the spot.    #ai #joke",JokerBot7,"['ai', 'joke']",63
2020-12-06 02:02:16,🔔#ACEC20 Starts tomorrow! Have you registered for our online events yet? We'll talk about #circulareconomy in #healthcare #manufacturing and #engineering! Registration links available below 👇 https://t.co/MG9Lu3tAyQ,sydknowledgehub,"['ACEC20', 'circulareconomy', 'healthcare', 'manufacturing', 'engineering']",376
2020-12-06 02:02:06,"""Let the improvement of yourself keep you so busy that you have no time to criticize others."" @InspiringThinkn #lovequotes #engineering #leader",_consultclarity,"['lovequotes', 'engineering', 'leader']",751
2020-12-06 02:01:20,Elon Musk seems certain that #commercial #spaceflight is viable. | @editorialiste @mlevram @FortuneMagazine  https://t.co/ECU96WCd0V #science #spacetravel #future @SpaceX,socialmantraa,"['commercial', 'spaceflight', 'science', 'spacetravel', 'future']",726
2020-12-06 02:01:03,Build a keyword spotting model with your own voice in 30K RAM https://t.co/ynCcCE5Wp5 #AI #DataScience #MachineLearning #DeepLearning https://t.co/2UINpyLczE,MikeTamir,"['AI', 'DataScience', 'MachineLearning', 'DeepLearning']",21980
2020-12-06 02:01:00,"Lenovo IdeaPad 3 14"" Laptop, 14.0"" FHD 1920 x 1080 Display, AMD Ryzen 5 3500U Processor, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 8 Graphics, Narrow Bezel, Windows 10, 81W0003QUS, Abyss Blue by Lenovo https://t.co/ebbD7J28SF    #electronics #technology #tech",hesheshopping,"['electronics', 'technology', 'tech']",3556
2020-12-06 02:00:36,The expert in this #nearfuturist podcast says artificial intelligence #AI is far too hyped. We knew that but he thinks this overselling may be harmful. https://t.co/5eWnURuC2x,GuyClapperton,"['nearfuturist', 'AI']",8533
2020-12-06 02:00:34,"Governments And #ArtificialIntelligence, Policy And Investment. (Forbes) #AI #GovTech https://t.co/SDK3U3CNCz https://t.co/1e6tSWPV2X",jamesvgingerich,"['ArtificialIntelligence', 'AI', 'GovTech']",50777
2020-12-06 02:00:33,How #machinelearning can be used to break down #language barriers. #ML #cognitive #ai https://t.co/8maXmrQyqY,jmmoran12,"['machinelearning', 'language', 'ML', 'cognitive', 'ai']",622
2020-12-06 02:00:33,"Source: Oracle has won the bidding for the US operations of TikTok as a ""trusted tech partner""; the deal will likely not be structured as an outright sale (Wall Street Journal) https://t.co/xabQBahfOM #technology",mowenranger,['technology'],36642
2020-12-06 02:00:29,MEET AND CONNECT OUR CORE TEAM 👥 Helping you realize your most expensive dreams. 🦄  https://t.co/hr7aeYhJlU #LuxuryDistrict #Luxury #Marketing #VentureCapital #Startups #ProfessionalWomen #Blockchain #RealEstate #Realtor #Brokers #Aircraft #Yachting #Cars #Fashion #Sales,LuxuryDistricts,"['LuxuryDistrict', 'Luxury', 'Marketing', 'VentureCapital', 'Startups', 'ProfessionalWomen', 'Blockchain', 'RealEstate', 'Realtor', 'Brokers', 'Aircraft', 'Yachting', 'Cars', 'Fashion', 'Sales']",2379
2020-12-06 02:00:23,Everyone has an interesting #story to tell. On #PlanetClassroom we can hear them. @LXL_Ideas @artandwriting @cvfoundation @SIMAawards @SIMAclassroom @YoungClimate @BardCMusic #VR  #storytellers #writing #director #filmmaker #AI #inclusivity #globalgoals https://t.co/UeU6xiGIXR https://t.co/bRYl121q1T,PlanetClassroom,"['story', 'PlanetClassroom', 'VR', 'storytellers', 'writing', 'director', 'filmmaker', 'AI', 'inclusivity', 'globalgoals']",19187
2020-12-06 02:00:23,"""You are always one decision away from a totally different life."" . . . . . . . #drlepora #decision #future #growth #life #decide #decidenow #key #goals #personaldevelopment #lifelesson #lifecoaching #change #changeiscoming #lifeisgood #happiness https://t.co/owe3QVm6PO",drlepora,"['drlepora', 'decision', 'future', 'growth', 'life', 'decide', 'decidenow', 'key', 'goals', 'personaldevelopment', 'lifelesson', 'lifecoaching', 'change', 'changeiscoming', 'lifeisgood', 'happiness']",5431
2020-12-06 02:00:22,AAAI 2021 Announces Paper Totals – ‘Amazingly High Technical Level’ https://t.co/pWm5vMpv5g #DL #AI #ML #DeepLearning  #ArtificialIntelligence #MachineLearning #ComputerVision #AutonomousVehicles #NeuroMorphic #Robotics,Deep_In_Depth,"['DL', 'AI', 'ML', 'DeepLearning', 'ArtificialIntelligence', 'MachineLearning', 'ComputerVision', 'AutonomousVehicles', 'NeuroMorphic', 'Robotics']",10564
2020-12-06 02:00:22,#battlestargalactica1978 storyboards!  #battlestargalactica #galactica #viper #bts #sciencefiction #scifi #art #space #science #cyberpunk #alien #noir #illustration #movies #tv #fiction #comics #bhfyp https://t.co/F5GUS8c8XN,humanitygoboom,"['battlestargalactica1978', 'battlestargalactica', 'galactica', 'viper', 'bts', 'sciencefiction', 'scifi', 'art', 'space', 'science', 'cyberpunk', 'alien', 'noir', 'illustration', 'movies', 'tv', 'fiction', 'comics', 'bhfyp']",508
2020-12-06 02:00:22,So what are the challenges when your business has grown to such a level that your #database infrastructure is no longer fit for purpose? Find out here https://t.co/NOLcgbEqTz #software #technology #BigData #Cloud https://t.co/yOW4hKfPrr,ardentisys,"['database', 'software', 'technology', 'BigData', 'Cloud']",2834
2020-12-06 02:00:21,China's infamous Social Credit system is now coming for businesses #future #futurism #technology #innovation #leadership #education #entrepreneurship #management https://t.co/ttHS61e7Fn,311Institute,"['future', 'futurism', 'technology', 'innovation', 'leadership', 'education', 'entrepreneurship', 'management']",38925
2020-12-06 02:00:17,$ENZC patented biotechnology will be saving lives for a very long time.  Everyone deserves to have some in their 401(k) and IRA. Will be available on @Fidelity and other platforms any moment.  Waiting on a few more filings. Big Pie to Carve.  Merger confirmed closed 12/1/20.  #AI,UncleBillyMoney,['AI'],2440
2020-12-06 02:00:17,TensorFlow Turns 5: Here Are Top Libraries Released Over The Years https://t.co/TJhwW6IZwb  #AI #MachineLearning #DeepLearning #DataScience #TensorFlow,rbukralia,"['AI', 'MachineLearning', 'DeepLearning', 'DataScience', 'TensorFlow']",9907
